lon,lat,date,mgrs,scene,max_b12,avg_b12,max_b11,b12_b11_ratio,peakedness,pixels,warm_size,saturated,sun_elevation,sun_azimuth,glint_angle,glint_score
51.48892276923906,25.953177835302014,2026-06-17,39RWJ,S2B_MSIL2A_20260617T070619_N0512_R106_T39RWJ_20260617T111045,0.3626999855041504,0.31023157897748443,0.4855000078678131,0.7470648396012026,1.1691265818251015,19,18638,0,73.4279885561847,94.269339940956,16.5720114438153,1
51.48572811692183,25.95354977471402,2026-06-17,39RWJ,S2B_MSIL2A_20260617T070619_N0512_R106_T39RWJ_20260617T111045,0.31049999594688416,0.31049999594688416,0.412200003862381,0.753275092279109,1,1,18897,0,73.4279885561847,94.269339940956,16.5720114438153,1
51.49251992150888,25.953526834204016,2026-06-17,39RWJ,S2B_MSIL2A_20260617T070619_N0512_R106_T39RWJ_20260617T111045,0.3549000024795532,0.35100000351667404,0.4632999897003174,0.7660263552112704,1.0111111080450286,4,18682,0,73.4279885561847,94.269339940956,16.5720114438153,1
51.495516303261,25.953516612132137,2026-06-17,39RWJ,S2B_MSIL2A_20260617T070619_N0512_R106_T39RWJ_20260617T111045,0.31790000200271606,0.31790000200271606,0.40230000019073486,0.7902063182997667,1,1,18866,0,73.4279885561847,94.269339940956,16.5720114438153,1
51.48313051111271,25.95337786997947,2026-06-17,39RWJ,S2B_MSIL2A_20260617T070619_N0512_R106_T39RWJ_20260617T111045,0.3111000061035156,0.3111000061035156,0.3993000090122223,0.7791134462358429,1,1,18897,0,73.4279885561847,94.269339940956,16.5720114438153,1
51.48452808368888,25.953192606184736,2026-06-17,39RWJ,S2B_MSIL2A_20260617T070619_N0512_R106_T39RWJ_20260617T111045,0.3149000108242035,0.30230000615119934,0.4366999864578247,0.7210900402778365,1.041680464494275,2,18879,0,73.4279885561847,94.269339940956,16.5720114438153,1
51.4798897106706,25.9423723764355,2026-06-17,39RWJ,S2B_MSIL2A_20260617T070619_N0512_R106_T39RWJ_20260617T111045,0.7085999846458435,0.3243965874952408,0.5060999989509583,1.4001185262094966,2.1843632515284686,13890,18,0,73.4279885561847,94.269339940956,16.5720114438153,1
51.49071909665722,25.952810570755847,2026-06-17,39RWJ,S2B_MSIL2A_20260617T070619_N0512_R106_T39RWJ_20260617T111045,0.34209999442100525,0.294721428837095,0.4065999984741211,0.8413674267211757,1.1607571114555717,14,18763,0,73.4279885561847,94.269339940956,16.5720114438153,1
51.50090290779036,25.951872732977204,2026-06-17,39RWJ,S2B_MSIL2A_20260617T070619_N0512_R106_T39RWJ_20260617T111045,0.35359999537467957,0.28289999905973673,0.484499990940094,0.7298245655042757,1.249911617355693,64,18690,0,73.4279885561847,94.269339940956,16.5720114438153,1
51.48312903676187,25.95301668610544,2026-06-17,39RWJ,S2B_MSIL2A_20260617T070619_N0512_R106_T39RWJ_20260617T111045,0.3303000032901764,0.2985000014305115,0.39800000190734863,0.8298995017770571,1.1065326690360762,2,18813,0,73.4279885561847,94.269339940956,16.5720114438153,1
