lon,lat,date,mgrs,scene,max_b12,avg_b12,max_b11,b12_b11_ratio,peakedness,pixels,warm_size,saturated,sun_elevation,sun_azimuth,glint_angle,glint_score
51.47915580556175,25.95844771916455,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.3328999876976013,0.29432499408721924,0.43160000443458557,0.7713159969349734,1.1310625817899478,4,13,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.49631533812157,25.95351387577605,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.3176000118255615,0.2961800038814545,0.4122999906539917,0.7703129251149952,1.072320911821854,5,18696,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.48572292903406,25.95228563159247,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.32670000195503235,0.28266833275556563,0.4480000138282776,0.7292410532832246,1.155771496475138,60,18644,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.48991931835031,25.952632684399575,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.35429999232292175,0.28429148932720755,0.48809999227523804,0.7258758408730585,1.2462560633151327,47,18402,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.49231941146252,25.95334692178784,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.32749998569488525,0.3063199996948242,0.4507000148296356,0.7266473816706664,1.0691433338376923,5,18639,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.49551479110453,25.953155428934796,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.32580000162124634,0.28009999649865286,0.4368000030517578,0.7458791193795877,1.1631560360366275,7,18649,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.49791036858331,25.952786023687842,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.3012000024318695,0.26639565177585767,0.4611999988555908,0.6530789314381159,1.1306490943977412,23,18798,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.480131196949344,25.952665467640767,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.4032000005245209,0.309552308687797,0.5263000130653381,0.7661029650676926,1.302526226451677,65,17783,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.48372904958531,25.9531952774722,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.3197999894618988,0.2761666576067607,0.41019999980926514,0.7796196723807886,1.157996378828861,3,18681,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.49151962726735,25.953169044370085,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.3294999897480011,0.3078499883413315,0.36660000681877136,0.8987997370957207,1.0703264649231201,2,18623,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.4798897106706,25.9423723764355,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.6406000256538391,0.3003970193392118,0.5008999705314636,1.278898110084038,2.1325112581442296,13420,20,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.50230119815009,25.951867889733073,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.30809998512268066,0.2577561903567541,0.44290000200271606,0.6956423204549709,1.1953155603993328,105,18750,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.477532159755675,25.952132277882985,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.7149999737739563,0.4022750010093053,0.5098999738693237,1.4022357529227787,1.7773910185321635,12,7,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.50150370547165,25.9522318418858,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.3610999882221222,0.3610999882221222,0.5171999931335449,0.6981825077651992,1,1,18339,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.474934594471286,25.951960225490605,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.30300000309944153,0.30300000309944153,0.4377000033855438,0.6922549708836692,1,1,18787,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.48012460398561,25.95104013918688,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.35370001196861267,0.2784511620222136,0.453900009393692,0.7792465403141896,1.2702407467073025,43,18403,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.478527293775905,25.951226020464233,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.32199999690055847,0.32199999690055847,0.48730000853538513,0.6607838934137358,1,1,18672,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.46693862113521,25.950541470228842,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.3075000047683716,0.2821727286685597,0.4221000075340271,0.7285003536598678,1.0897580578368413,11,18752,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.47173128896573,25.95016474909048,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.5530999898910522,0.29888461702145064,0.4383000135421753,1.2619209965820144,1.8505468612034885,52,16,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.46493681938747,25.949464341985617,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.30709999799728394,0.2810499966144562,0.36649999022483826,0.8379263470345143,1.0926881398207704,2,18753,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.46933137909494,25.94945016752457,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.3034000098705292,0.27694285767418997,0.44699999690055847,0.6787472303674866,1.0955328923032375,14,18787,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.46473210379903,25.948200835418177,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.3732999861240387,0.3064300030469894,0.3702999949455261,1.0081015155805062,1.2182227014722025,10,18215,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.5252249873561,25.940950933411624,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.328000009059906,0.2938590930266814,0.4699000120162964,0.6980208569318589,1.1161812475550135,22,201,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.51882945617436,25.940071010276494,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.32019999623298645,0.2819789491201702,0.45159998536109924,0.7090345584864326,1.1355457463476386,19,56190,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.51922417617233,25.9389860313511,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.4212000072002411,0.31539049683030973,0.517300009727478,0.8142277194661875,1.335487313135057,242,48997,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.549820493651936,25.90383790234905,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,1.2581000328063965,0.36394341776353223,1.1854000091552734,1.0613295285048376,3.4568561248821146,33788,34,1,73.19753333998611,93.9149610030071,16.80246666001389,1
51.521215947215815,25.93771472014007,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.3165999948978424,0.2729888889524672,0.4056999981403351,0.7803795818316168,1.159754142788459,9,56333,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.5232124617788,25.93752692933792,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.3050000071525574,0.2815750017762184,0.3224000036716461,0.9460297880864478,1.0831927736076372,4,56922,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.52160825189747,25.93608796094819,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.3292999863624573,0.28329259488317704,0.4124000072479248,0.7984965581353402,1.1624023794135974,27,55749,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.5238100570509,25.937163581707647,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.3149000108242035,0.27301499992609024,0.38839998841285706,0.8107621529830599,1.153416518907211,20,56536,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.53517508685532,25.93278778994226,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.37950000166893005,0.3104521755291068,0.4867999851703644,0.779580963906803,1.2224105082276984,46,52945,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.516401136539606,25.93285591728431,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.33640000224113464,0.3012999991575877,0.33649998903274536,0.9997028624223789,1.1164951980805973,3,55433,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.51859255777231,25.93158393024937,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.4778999984264374,0.34245200037956236,0.46129998564720154,1.035985287872806,1.3955240381038774,25,27,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.53896159730017,25.930967815093418,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.3296000063419342,0.29139375127851963,0.43320000171661377,0.7608495037761992,1.1311155606315535,32,55735,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.518387305378326,25.93032050430891,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.35040000081062317,0.2932483871136942,0.35429999232292175,0.9889924030572826,1.1948914851994425,62,54700,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.520785519242274,25.930673093482014,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.38190001249313354,0.3175200045108795,0.3659999966621399,1.0434426666010908,1.2027589035891693,5,52771,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.54095631637275,25.93041860006636,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.3098999857902527,0.2829499989748001,0.4163999855518341,0.7442363029373253,1.0952464637324588,4,56745,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.546537596948774,25.928049935800736,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.33250001072883606,0.2814466655254364,0.4490000009536743,0.7405345434801944,1.1813961629571539,15,55620,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.552713569435284,25.924775822351265,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.4072999954223633,0.3043323820398707,0.5189999938011169,0.7847784205917397,1.338339327193262,1121,50623,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.54292950168902,25.925173994908757,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.361299991607666,0.28953055540720624,0.49140000343322754,0.735246213030929,1.2478820796634769,108,54078,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.54492659555024,25.925166499332462,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.4422999918460846,0.3260794862722739,0.41929998993873596,1.0548533328386418,1.3564177155160488,39,46,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.553517464230495,25.925856317234217,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.3450999855995178,0.33319999277591705,0.47999998927116394,0.7189583194022995,1.035714264950791,2,54983,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.543721710731845,25.92372627250318,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.3271999955177307,0.2872466693321864,0.3375000059604645,0.9694814510790251,1.139090650827844,30,55826,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.53872985521949,25.923925508478995,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.3208000063896179,0.2892250008881092,0.3921999931335449,0.8179500561092179,1.1091710792792908,8,56168,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.54351537811139,25.922282293785518,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.33709999918937683,0.2874756113785069,0.44670000672340393,0.7546451625600908,1.1726212097537958,82,55402,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.54571295902671,25.922454630038363,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.40720000863075256,0.31249000057578086,0.4357999861240387,0.9343736154109332,1.3030817238326444,40,50623,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.53970701098076,25.91922642395012,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,1.2121000289916992,0.32521181148806894,0.640500009059906,1.8924278092841236,3.7271094904133504,254,5,1,73.19753333998611,93.9149610030071,16.80246666001389,1
51.54731143074628,25.92262919655418,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.3050999939441681,0.2854499965906143,0.37389999628067017,0.8159935730920496,1.0688386673261563,2,56922,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.56128477380573,25.921311598617528,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.352400004863739,0.2977515152006438,0.4577000141143799,0.7699366266038038,1.183537234483155,33,54605,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.552292271719416,25.92008198625219,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.44530001282691956,0.2919990242981329,0.4388999938964844,1.014581952653079,1.5250051396482247,615,44929,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.54371011190424,25.92119799872117,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.4083999991416931,0.3191194443239106,0.5307000279426575,0.7695496092678198,1.279771591502151,72,50524,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.5419103102378,25.9206629567062,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.3262999951839447,0.29178333282470703,0.3255999982357025,1.0021498677888059,1.1182955243710717,6,55944,0,73.19753333998611,93.9149610030071,16.80246666001389,1
51.530525674981,25.920343886351574,2026-06-22,39RWJ,S2C_MSIL2A_20260622T070621_N0512_R106_T39RWJ_20260622T122109,0.32440000772476196,0.28288888600137496,0.4018999934196472,0.8071659941184348,1.1467400233008278,9,56019,0,73.19753333998611,93.9149610030071,16.80246666001389,1
