lon,lat,date,mgrs,scene,max_b12,avg_b12,max_b11,b12_b11_ratio,peakedness,pixels,warm_size,saturated,sun_elevation,sun_azimuth,glint_angle,glint_score
51.49231941146252,25.95334692178784,2026-06-12,39RWJ,S2C_MSIL2A_20260612T070621_N0512_R106_T39RWJ_20260612T122815,0.3269999921321869,0.3058200001716614,0.4553999900817871,0.7180500642379453,1.0692563990211132,5,18669,0,73.6259054566938,95.2324237629207,16.3740945433062,1
51.49631533812157,25.95351387577605,2026-06-12,39RWJ,S2C_MSIL2A_20260612T070621_N0512_R106_T39RWJ_20260612T122815,0.3197000026702881,0.29383333027362823,0.4124999940395355,0.7750303207026152,1.0880317844560787,6,18708,0,73.6259054566938,95.2324237629207,16.3740945433062,1
51.48572292903406,25.95228563159247,2026-06-12,39RWJ,S2C_MSIL2A_20260612T070621_N0512_R106_T39RWJ_20260612T122815,0.32440000772476196,0.2819264171258459,0.44839999079704285,0.7234612274369863,1.1506548802056984,53,18685,0,73.6259054566938,95.2324237629207,16.3740945433062,1
51.49531503298091,25.953156112324084,2026-06-12,39RWJ,S2C_MSIL2A_20260612T070621_N0512_R106_T39RWJ_20260612T122815,0.32760000228881836,0.285288886891471,0.4602000117301941,0.7118643936082374,1.1483097216241838,9,18664,0,73.6259054566938,95.2324237629207,16.3740945433062,1
51.48991931835031,25.952632684399575,2026-06-12,39RWJ,S2C_MSIL2A_20260612T070621_N0512_R106_T39RWJ_20260612T122815,0.3610000014305115,0.2974370375827507,0.48899999260902405,0.7382413228769639,1.2137022489342026,27,18372,0,73.6259054566938,95.2324237629207,16.3740945433062,1
51.49151962726735,25.953169044370085,2026-06-12,39RWJ,S2C_MSIL2A_20260612T070621_N0512_R106_T39RWJ_20260612T122815,0.3379000127315521,0.33675000071525574,0.3634999990463257,0.9295736275600072,1.003415031963931,2,18582,0,73.6259054566938,95.2324237629207,16.3740945433062,1
51.480131196949344,25.952665467640767,2026-06-12,39RWJ,S2C_MSIL2A_20260612T070621_N0512_R106_T39RWJ_20260612T122815,0.4246000051498413,0.3114720582962036,0.5343999862670898,0.7945359581982265,1.3632041585767392,68,17261,0,73.6259054566938,95.2324237629207,16.3740945433062,1
51.48372904958531,25.9531952774722,2026-06-12,39RWJ,S2C_MSIL2A_20260612T070621_N0512_R106_T39RWJ_20260612T122815,0.3230000138282776,0.277866671482722,0.4065999984741211,0.7943925603552003,1.162428052651007,3,18692,0,73.6259054566938,95.2324237629207,16.3740945433062,1
51.4798897106706,25.9423723764355,2026-06-12,39RWJ,S2C_MSIL2A_20260612T070621_N0512_R106_T39RWJ_20260612T122815,0.6223999857902527,0.29995116637724734,0.5110999941825867,1.2177655896585766,2.0750043859054803,12946,39,0,73.6259054566938,95.2324237629207,16.3740945433062,1
51.477532159755675,25.952132277882985,2026-06-12,39RWJ,S2C_MSIL2A_20260612T070621_N0512_R106_T39RWJ_20260612T122815,0.8794999718666077,0.4865333338578542,0.5248000025749207,1.6758764625597538,1.8076869777715225,12,6,0,73.6259054566938,95.2324237629207,16.3740945433062,1
